The Broken Road;Rolling Stones;399;Rock, Blues Rock;13/09/1974
Broken Sky;Skank;240;Reggae;17/05/2012
The New Stars;Skank;310;Rock;29/07/1975
Bright Night;Skank;460;Brazilian Pop, Reggae;04/01/1980
Burning Heart of Night;Skank;320;Rock;11/01/1981
The Lonely Stars;Ariana Grande;310;Pop, R&B;13/08/2000
Sweet River;Ariana Grande;380;R&B;08/05/2007
The Old Sound;Ariana Grande;240;Pop;28/09/1968
Bright Sky;Ariana Grande;480;R&B;07/11/2020
Lost Road of Shadow;Ariana Grande;320;Pop;16/12/1964
Silent Dream;Ariana Grande;300;R&B;23/02/2019
Whispering Heart;Ariana Grande;320;Pop;18/02/1991
Broken Fire;Ariana Grande;370;R&B;07/05/2006
The New Sound;Ariana Grande;250;Pop, R&B;14/05/2008
Burning Stars of Night;Ariana Grande;460;R&B;20/12/2016
The Wild Dream;Lil Nas X;300;Hip Hop, Country Rap;05/08/1989
Midnight Sky;Lil Nas X;240;Country Rap;25/01/2016
Lonely Lights;Lil Nas X;350;Hip Hop;20/07/2024
The Lost Road;Lil Nas X;420;Country Rap;16/08/1977
Burning Fire;Lil Nas X;280;Hip Hop;18/08/1997
Sweet River;Lil Nas X;200;Country Rap;21/02/1970
The Silent Sound;Lil Nas X;390;Hip Hop;11/08/2019
Dark Echo;Lil Nas X;330;Country Rap;06/12/2017
Bright Night;Lil Nas X;290;Hip Hop, Country Rap;01/12/1994
Golden Heart of Sound;Lil Nas X;360;Country Rap;20/12/1964
The Electric Heart;The Beatles;330;Pop, Rock;11/02/1961
Golden River;The Beatles;370;Classic Rock;09/07/1995
Lonely Road;The Beatles;270;Pop;13/02/1978
The Lost Echo;The Beatles;200;Classic Rock;04/01/1967
Whispering Stars;The Beatles;400;Pop;21/10/1972
Sweet Sound;The Beatles;220;Classic Rock;20/04/2014
Broken Sky;The Beatles;210;Pop;11/09/1997
The New Stars;The Beatles;280;Classic Rock;24/01/1973
Bright Night;The Beatles;430;Pop, Classic Rock;11/03/1967
Burning Heart of Night;The Beatles;290;Classic Rock;16/07/2024
The Golden Night;Dua Lipa;270;Pop, Dance;31/05/2002
Whispering Dream;Dua Lipa;480;Dance;17/02/1991
Lonely Stars;Dua Lipa;350;Pop;26/02/2016
The Silent Road;Dua Lipa;480;Dance;29/01/1993
Lost Fire;Dua Lipa;220;Pop;05/04/1965
Midnight Echo;Dua Lipa;280;Dance;19/11/2022
Sweet River;Dua Lipa;210;Pop;08/12/1970
Broken Sound;Dua Lipa;310;Dance;01/04/1989
The Bright Sky;Dua Lipa;370;Pop, Dance;27/07/2016
Burning Road;Dua Lipa;460;Dance;25/06/1972
The Wild Sound;J Balvin;310;Reggaeton, Latin Pop;21/06/1973
Midnight Heart;J Balvin;260;Latin Pop;18/10/1970
Lonely Dream;J Balvin;360;Reggaeton;05/12/2000
The Lost Sky;J Balvin;430;Latin Pop;29/05/1980
Burning Lights;J Balvin;290;Reggaeton;05/06/1981
Sweet River;J Balvin;220;Latin Pop;25/10/1995
The Old Sky;J Balvin;370;Reggaeton;03/08/2019
Dancing Stars;J Balvin;320;Latin Pop;27/02/2009
The Bright Sky;J Balvin;260;Reggaeton, Latin Pop;26/07/2021
Golden Echo of Love;J Balvin;470;Latin Pop;13/04/2004
The Sweet Sound;BlackPink;250;K-Pop, Hip Hop;08/05/1978
Silent Night;BlackPink;300;Hip Hop;12/11/2006
Lonely Heart of Sky;BlackPink;350;K-Pop;13/06/1972
The Lost River;BlackPink;320;Hip Hop;08/07/2002
Bright Lights;BlackPink;330;K-Pop;20/08/1981
Whispering Echo;BlackPink;430;Hip Hop;04/11/1985
Burning Stars;BlackPink;310;K-Pop;26/08/1971
The Old Road;BlackPink;330;Hip Hop;04/05/1981
Golden Dream;BlackPink;480;K-Pop, Hip Hop;12/12/2018
Midnight Sky of Night;BlackPink;280;Hip Hop;06/05/2017
The Electric Dream;Post Malone;360;Hip Hop, Pop;04/02/1962
Golden River;Post Malone;400;R&B;11/08/1971
Lonely Road;Post Malone;300;Hip Hop;16/03/1968
The Lost Echo;Post Malone;230;Pop;04/10/1992
Whispering Stars;Post Malone;430;R&B;13/06/1972
Sweet Sound;Post Malone;250;Hip Hop;13/08/1990
Broken Sky;Post Malone;240;Pop;04/10/1992
The New Stars;Post Malone;310;R&B;01/11/2002
Bright Night;Post Malone;460;Hip Hop, Pop;04/09/2015
Burning Heart of Night;Post Malone;320;R&B;02/11/1987
The Lonely Stars;Imagine Dragons;310;Alternative, Pop Rock;25/09/1999
Sweet River;Imagine Dragons;380;Pop Rock;31/03/1988
The Old Sound;Imagine Dragons;240;Alternative;15/02/1985
Bright Sky;Imagine Dragons;480;Pop Rock;15/02/1983
Lost Road of Shadow;Imagine Dragons;320;Alternative;27/03/2024
Silent Dream;Imagine Dragons;300;Pop Rock;24/09/2004
Whispering Heart;Imagine Dragons;320;Alternative;17/04/2003
Broken Fire;Imagine Dragons;370;Pop Rock;04/03/1992
The New Sound;Imagine Dragons;250;Alternative, Pop Rock;12/12/1970
Burning Stars of Night;Imagine Dragons;460;Pop Rock;22/03/2023
The Wild Dream;Swedish House Mafia;300;EDM, Progressive House;20/12/1989
Midnight Sky;Swedish House Mafia;240;Progressive House;10/04/1996
Lonely Lights;Swedish House Mafia;350;EDM;21/03/2023
The Lost Road;Swedish House Mafia;420;Progressive House;18/09/2016
Burning Fire;Swedish House Mafia;280;EDM;24/09/2023
Sweet River;Swedish House Mafia;200;Progressive House;13/07/2006
The Silent Sound;Swedish House Mafia;390;EDM;15/11/1967
Dark Echo;Swedish House Mafia;330;Progressive House;04/11/1984
Bright Night;Swedish House Mafia;290;EDM, Progressive House;18/04/2019
Golden Heart of Sound;Swedish House Mafia;360;Progressive House;11/12/1998
The Electric Heart;David Bowie;330;Glam Rock, Pop;19/07/1969
Golden River;David Bowie;370;Art Rock;09/07/2014
Lonely Road;David Bowie;270;Pop;20/10/1992
The Lost Echo;David Bowie;200;Glam Rock;14/03/1964
Whispering Stars;David Bowie;400;Art Rock;14/04/1969
Sweet Sound;David Bowie;220;Pop;26/06/1979
Broken Sky;David Bowie;210;Glam Rock;09/03/1960
The New Stars;David Bowie;280;Art Rock;14/10/2013
Bright Night;David Bowie;430;Pop, Glam Rock;27/11/1991
Burning Heart of Night;David Bowie;290;Art Rock;05/02/1979
The Golden Night;Pitty;270;Brazilian Rock, Alternative;31/07/1962
Whispering Dream;Pitty;480;Alternative;25/11/2023
Lonely Stars;Pitty;350;Brazilian Rock;06/08/1973
The Silent Road;Pitty;480;Alternative;27/05/1960
Lost Fire;Pitty;220;Brazilian Rock;20/05/2001
Midnight Echo;Pitty;280;Alternative;23/03/1979
Sweet River;Pitty;210;Brazilian Rock;25/04/1971
Broken Sound;Pitty;310;Alternative;23/07/1986
The Bright Sky;Pitty;370;Brazilian Rock, Alternative;18/06/1969
Burning Road;Pitty;460;Alternative;23/04/1991
The Wild Sound;Prince;310;Funk, Pop;20/12/1963
Midnight Heart;Prince;260;R&B;02/12/2002
Lonely Dream;Prince;360;Pop;12/09/2023
The Lost Sky;Prince;430;Funk;07/11/1998
Burning Lights;Prince;290;R&B;02/08/2000
Sweet River;Prince;220;Pop;29/04/1977
The Old Sky;Prince;370;Funk;08/04/2024
Dancing Stars;Prince;320;R&B;14/08/2011
The Bright Sky;Prince;260;Pop, Funk;04/03/2000
Golden Echo of Love;Prince;470;R&B;25/09/2011
The Sweet Sound;Calvin Harris;250;EDM, Dance-Pop;17/07/1974
Silent Night;Calvin Harris;300;Dance-Pop;25/11/2020
Lonely Heart of Sky;Calvin Harris;350;EDM;09/09/2022
The Lost River;Calvin Harris;320;Dance-Pop;18/03/1984
Bright Lights;Calvin Harris;330;EDM;11/07/1967
Whispering Echo;Calvin Harris;430;Dance-Pop;05/09/2021
Burning Stars;Calvin Harris;310;EDM;07/11/1972
The Old Road;Calvin Harris;330;Dance-Pop;26/11/2013
Golden Dream;Calvin Harris;480;EDM, Dance-Pop;23/03/1975
Midnight Sky of Night;Calvin Harris;280;Dance-Pop;01/02/1998
The Electric Dream;Bob Marley;360;Reggae, Ska;09/07/1966
Golden River;Bob Marley;400;Ska;24/10/2000
Lonely Road;Bob Marley;300;Reggae;18/03/1979
The Lost Echo;Bob Marley;230;Ska;12/11/2022
Whispering Stars;Bob Marley;430;Reggae;11/01/1983
Sweet Sound;Bob Marley;250;Ska;29/07/2021
Broken Sky;Bob Marley;240;Reggae;16/04/2018
The New Stars;Bob Marley;310;Ska;12/10/2011
Bright Night;Bob Marley;460;Reggae, Ska;25/05/1988
Burning Heart of Night;Bob Marley;320;Ska;02/01/2007
The Lonely Stars;Vintage Culture;310;Deep House, Electronic;23/02/1969
Sweet River;Vintage Culture;380;Electronic;02/04/1980
The Old Sound;Vintage Culture;240;Deep House;24/06/1985
Bright Sky;Vintage Culture;480;Electronic;27/12/2024
Lost Road of Shadow;Vintage Culture;320;Deep House;13/05/2023
Silent Dream;Vintage Culture;300;Electronic;16/03/2000
Whispering Heart;Vintage Culture;320;Deep House;17/04/2014
Broken Fire;Vintage Culture;370;Electronic;30/04/1962
The New Sound;Vintage Culture;250;Deep House, Electronic;18/03/1998
Burning Stars of Night;Vintage Culture;460;Electronic;26/12/2001
The Wild Dream;Racionais MC's;300;Hip Hop, Rap;04/07/2023
Midnight Sky;Racionais MC's;240;Rap;14/06/2001
Lonely Lights;Racionais MC's;350;Hip Hop;26/03/2016
The Lost Road;Racionais MC's;420;Rap;26/03/2024
Burning Fire;Racionais MC's;280;Hip Hop;28/11/1989
Sweet River;Racionais MC's;200;Rap;04/09/1966
The Silent Sound;Racionais MC's;390;Hip Hop;15/02/1978
Dark Echo;Racionais MC's;330;Rap;27/08/1966
Bright Night;Racionais MC's;290;Hip Hop, Rap;24/02/1997
Golden Heart of Sound;Racionais MC's;360;Rap;24/02/1976
The Electric Heart;Aretha Franklin;330;Soul, R&B;07/02/1990
Golden River;Aretha Franklin;370;R&B;20/10/2006
Lonely Road;Aretha Franklin;270;Soul;20/02/2000
The Lost Echo;Aretha Franklin;200;R&B;25/06/1980
Whispering Stars;Aretha Franklin;400;Soul;13/05/1995
Sweet Sound;Aretha Franklin;220;R&B;22/12/2021
Broken Sky;Aretha Franklin;210;Soul;18/09/1980
The New Stars;Aretha Franklin;280;R&B;05/11/1997
Bright Night;Aretha Franklin;430;Soul, R&B;17/06/1960
Burning Heart of Night;Aretha Franklin;290;R&B;19/01/1989
The Golden Night;Ed Sheeran;270;Pop, Folk;07/06/1993
Whispering Dream;Ed Sheeran;480;Folk;04/12/1974
Lonely Stars;Ed Sheeran;350;Pop;02/03/2013
The Silent Road;Ed Sheeran;480;Folk;21/07/1988
Lost Fire;Ed Sheeran;220;Pop;10/10/1961
Midnight Echo;Ed Sheeran;280;Folk;30/08/1979
Sweet River;Ed Sheeran;210;Pop;22/05/2016
Broken Sound;Ed Sheeran;310;Folk;25/07/1966
The Bright Sky;Ed Sheeran;370;Pop, Folk;06/12/1962
Burning Road;Ed Sheeran;460;Folk;09/11/2017
The Wild Sound;Eminem;310;Hip Hop, Rap;11/07/1966
Midnight Heart;Eminem;260;Rap;25/08/1984
Lonely Dream;Eminem;360;Hip Hop;24/01/2011
The Lost Sky;Eminem;430;Rap;05/06/1999
Burning Lights;Eminem;290;Hip Hop;01/10/2013
Sweet River;Eminem;220;Rap;08/02/1997
The Old Sky;Eminem;370;Hip Hop;07/12/1976
Dancing Stars;Eminem;320;Rap;07/04/1973
The Bright Sky;Eminem;260;Hip Hop, Rap;04/11/2011
Golden Echo of Love;Eminem;470;Rap;28/06/2010
The Sweet Sound;Linkin Park;250;Alternative, Nu Metal;06/05/2011
Silent Night;Linkin Park;300;Nu Metal;09/12/1995
Lonely Heart of Sky;Linkin Park;350;Alternative;31/03/1967
The Lost River;Linkin Park;320;Nu Metal;24/03/2014
Bright Lights;Linkin Park;330;Alternative;18/03/1994
Whispering Echo;Linkin Park;430;Nu Metal;26/07/1981
Burning Stars;Linkin Park;310;Alternative;01/05/1968
The Old Road;Linkin Park;330;Nu Metal;12/05/1988
Golden Dream;Linkin Park;480;Alternative, Nu Metal;21/05/2003
Midnight Sky of Night;Linkin Park;280;Nu Metal;31/01/1991
The Electric Dream;Iron Maiden;360;Metal, Heavy Metal;20/06/1971
Golden River;Iron Maiden;400;Heavy Metal;03/07/2010
Lonely Road;Iron Maiden;300;Metal;12/12/2014
The Lost Echo;Iron Maiden;230;Heavy Metal;03/02/1961
Whispering Stars;Iron Maiden;430;Metal;27/03/1972
Sweet Sound;Iron Maiden;250;Heavy Metal;04/11/1993
Broken Sky;Iron Maiden;240;Metal;11/11/1965
The New Stars;Iron Maiden;310;Heavy Metal;26/02/2007
Bright Night;Iron Maiden;460;Metal, Heavy Metal;03/01/1963
Burning Heart of Night;Iron Maiden;320;Heavy Metal;19/01/1980
The Lonely Stars;Lady Gaga;310;Pop, Dance;25/07/1993
Sweet River;Lady Gaga;380;Dance;06/03/2010
The Old Sound;Lady Gaga;240;Pop;25/03/1993
Bright Sky;Lady Gaga;480;Dance;17/09/1979
Lost Road of Shadow;Lady Gaga;320;Pop;21/06/2009
Silent Dream;Lady Gaga;300;Dance;11/03/2002
Whispering Heart;Lady Gaga;320;Pop;27/10/1966
Broken Fire;Lady Gaga;370;Dance;27/01/2005
The New Sound;Lady Gaga;250;Pop, Dance;30/01/1971
Burning Stars of Night;Lady Gaga;460;Dance;24/10/1994
The Wild Dream;Ariana Grande;300;Pop, R&B;23/12/1961
Midnight Sky;Ariana Grande;240;R&B;11/02/2000
Lonely Lights;Ariana Grande;350;Pop;07/07/1971
The Lost Road;Ariana Grande;420;R&B;08/03/2020
Burning Fire;Ariana Grande;280;Pop;18/09/2004
Sweet River;Ariana Grande;200;R&B;24/09/1980
The Silent Sound;Ariana Grande;390;Pop;08/08/1990
Dark Echo;Ariana Grande;330;R&B;23/05/1999
Bright Night;Ariana Grande;290;Pop, R&B;17/06/2023
Golden Heart of Sound;Ariana Grande;360;R&B;28/04/1983
The Electric Heart;Post Malone;330;Hip Hop, Pop;22/05/2016
Golden River;Post Malone;370;R&B;09/03/2000
Lonely Road;Post Malone;270;Hip Hop;16/04/2024
The Lost Echo;Post Malone;200;Pop;17/05/2024
Whispering Stars;Post Malone;400;R&B;17/10/2009
Sweet Sound;Post Malone;220;Hip Hop;18/04/2000
Broken Sky;Post Malone;210;Pop;09/02/2022
The New Stars;Post Malone;280;R&B;24/07/1998
Bright Night;Post Malone;430;Hip Hop, Pop;15/11/2008
Burning Heart of Night;Post Malone;290;R&B;17/01/1985
The Golden Night;Doja Cat;270;Pop, Hip Hop;05/09/1963
Whispering Dream;Doja Cat;480;R&B;05/02/1976
Lonely Stars;Doja Cat;350;Hip Hop;22/04/2021
The Silent Road;Doja Cat;480;Pop;22/11/2001
Lost Fire;Doja Cat;220;R&B;22/06/2001
Midnight Echo;Doja Cat;280;Hip Hop;30/06/1963
Sweet River;Doja Cat;210;Pop;07/04/1987
Broken Sound;Doja Cat;310;R&B;26/12/1992
The Bright Sky;Doja Cat;370;Hip Hop, Pop;15/07/2023
Burning Road;Doja Cat;460;R&B;18/04/1972
The Wild Sound;BLACKPINK;310;K-Pop, Hip Hop;19/09/1987
Midnight Heart;BLACKPINK;260;Hip Hop;10/01/1989
Lonely Dream;BLACKPINK;360;K-Pop;27/11/1966
The Lost Sky;BLACKPINK;430;Hip Hop;15/07/1974
Burning Lights;BLACKPINK;290;K-Pop;21/07/2017
Sweet River;BLACKPINK;220;Hip Hop;31/08/1985
The Old Sky;BLACKPINK;370;K-Pop;01/12/1977
Dancing Stars;BLACKPINK;320;Hip Hop;29/05/1996
The Bright Sky;BLACKPINK;260;K-Pop, Hip Hop;20/06/1968
Golden Echo of Love;BLACKPINK;470;Hip Hop;05/06/2004
The Sweet Sound;Bad Bunny;250;Reggaeton, Trap Latino;20/05/2007
Silent Night;Bad Bunny;300;Trap Latino;21/06/1997
Lonely Heart of Sky;Bad Bunny;350;Reggaeton;10/08/1965
The Lost River;Bad Bunny;320;Trap Latino;31/07/2009
Bright Lights;Bad Bunny;330;Reggaeton;07/05/1967
Whispering Echo;Bad Bunny;430;Trap Latino;31/08/1963
Burning Stars;Bad Bunny;310;Reggaeton;07/06/1971
The Old Road;Bad Bunny;330;Trap Latino;24/10/2021
Golden Dream;Bad Bunny;480;Reggaeton, Trap Latino;10/07/1997
Midnight Sky of Night;Bad Bunny;280;Trap Latino;22/03/1973
The Electric Dream;Rosalía;360;Flamenco Pop, R&B;08/11/1991
Golden River;Rosalía;400;R&B;26/11/2019
Lonely Road;Rosalía;300;Flamenco Pop;27/03/1983
The Lost Echo;Rosalía;230;R&B;05/08/1999
Whispering Stars;Rosalía;430;Flamenco Pop;06/11/1991
Sweet Sound;Rosalía;250;R&B;19/11/1977
Broken Sky;Rosalía;240;Flamenco Pop;12/06/2001
The New Stars;Rosalía;310;R&B;31/01/2008
Bright Night;Rosalía;460;Flamenco Pop, R&B;08/11/2003
Burning Heart of Night;Rosalía;320;R&B;14/01/1984
The Lonely Stars;BTS;310;K-Pop, Pop;14/07/2011
Sweet River;BTS;380;Pop;28/09/1984
The Old Sound;BTS;240;K-Pop;05/04/1997
Bright Sky;BTS;480;Pop;29/12/2001
Lost Road of Shadow;BTS;320;K-Pop;14/05/2005
Silent Dream;BTS;300;Pop;16/12/2007
Whispering Heart;BTS;320;K-Pop;17/07/1966
Broken Fire;BTS;370;Pop;22/10/1986
The New Sound;BTS;250;K-Pop, Pop;06/08/1971
Burning Stars of Night;BTS;460;Pop;25/08/1971
The Wild Dream;Ed Sheeran;300;Pop, Folk;23/09/1986
Midnight Sky;Ed Sheeran;240;Folk;28/06/1964
Lonely Lights;Ed Sheeran;350;Pop;07/09/1963
The Lost Road;Ed Sheeran;420;Folk;24/09/1982
Burning Fire;Ed Sheeran;280;Pop;22/06/1978
Sweet River;Ed Sheeran;200;Folk;28/07/1965
The Silent Sound;Ed Sheeran;390;Pop;18/10/1998
Dark Echo;Ed Sheeran;330;Folk;13/07/1977
Bright Night;Ed Sheeran;290;Pop, Folk;06/03/2003
Golden Heart of Sound;Ed Sheeran;360;Folk;27/10/2015
The Electric Heart;Rihanna;330;R&B, Pop;25/05/2017
Golden River;Rihanna;370;Dance;09/04/2009
Lonely Road;Rihanna;270;R&B;16/04/1968
The Lost Echo;Rihanna;200;Pop;23/04/1993
Whispering Stars;Rihanna;400;Dance;25/09/2014
Sweet Sound;Rihanna;220;R&B;13/08/2002
Broken Sky;Rihanna;210;Pop;03/12/1970
The New Stars;Rihanna;280;Dance;31/08/2003
Bright Night;Rihanna;430;R&B, Pop;27/03/1986
Burning Heart of Night;Rihanna;290;Dance;02/10/1998
The Golden Night;Khalid;280;R&B, Pop;02/04/1994
Whispering Dream;Khalid;470;Pop;27/12/2001
Lonely Stars;Khalid;360;R&B;18/06/1980
The Silent Road;Khalid;470;Pop;23/09/1983
Lost Fire;Khalid;230;R&B;10/03/1983
Midnight Echo;Khalid;290;Pop;21/12/1975
Sweet River;Khalid;220;R&B;21/10/1992
Broken Sound;Khalid;320;Pop;13/03/1995
The Bright Sky;Khalid;380;R&B, Pop;02/12/2014
Burning Road;Khalid;470;Pop;29/11/1961
The Wild Sound;Doja Cat;320;Pop, Hip Hop;07/04/1985
Midnight Heart;Doja Cat;270;R&B;07/08/1962
Lonely Dream;Doja Cat;370;Hip Hop;10/11/1984
The Lost Sky;Doja Cat;440;Pop;26/07/2002
Burning Lights;Doja Cat;290;R&B;08/01/1968
Sweet River;Doja Cat;220;Hip Hop;15/05/1997
The Old Sky;Doja Cat;380;Pop;14/10/1973
Dancing Stars;Doja Cat;330;R&B;19/09/1981
The Bright Sky;Doja Cat;260;Hip Hop, Pop;28/04/2001
Golden Echo of Love;Doja Cat;470;R&B;02/05/1990
The Sweet Sound;Dua Lipa;250;Pop, Dance;27/06/1986
Silent Night;Dua Lipa;300;Dance;21/06/1987
Lonely Heart of Sky;Dua Lipa;350;Pop;24/04/1998
The Lost River;Dua Lipa;320;Dance;03/10/2021
Bright Lights;Dua Lipa;330;Pop;03/12/2009
Whispering Echo;Dua Lipa;430;Dance;19/10/1968
Burning Stars;Dua Lipa;310;Pop;20/11/2007
The Old Road;Dua Lipa;330;Dance;11/02/2011
Golden Dream;Dua Lipa;480;Pop, Dance;11/08/2013
Midnight Sky of Night;Dua Lipa;280;Dance;15/12/1992
The Electric Dream;Lady Gaga;360;Pop, Dance;01/02/1970
Golden River;Lady Gaga;400;Dance;14/02/2003
Lonely Road;Lady Gaga;300;Pop;06/01/1968
The Lost Echo;Lady Gaga;230;Dance;09/09/2009
Whispering Stars;Lady Gaga;430;Pop;22/02/1997
Sweet Sound;Lady Gaga;250;Dance;03/05/1983
Broken Sky;Lady Gaga;240;Pop;13/01/1984
The New Stars;Lady Gaga;310;Dance;28/02/1968
Bright Night;Lady Gaga;460;Pop, Dance;12/09/1981
Burning Heart of Night;Lady Gaga;320;Dance;14/02/2001
The Lonely Stars;Ariana Grande;310;Pop, R&B;09/09/2015
Sweet River;Ariana Grande;380;R&B;30/03/1970
The Old Sound;Ariana Grande;240;Pop;24/02/1965
Bright Sky;Ariana Grande;480;R&B;14/11/1976
Lost Road of Shadow;Ariana Grande;320;Pop;23/10/1998
Silent Dream;Ariana Grande;300;R&B;10/01/1984
Whispering Heart;Ariana Grande;320;Pop;04/10/1964
Broken Fire;Ariana Grande;370;R&B;23/12/2009
The New Sound;Ariana Grande;250;Pop, R&B;03/09/1985
Burning Stars of Night;Ariana Grande;460;R&B;13/03/2020
The Wild Dream;Post Malone;300;Hip Hop, Pop;01/09/1985
Midnight Sky;Post Malone;240;R&B;09/10/1988
Lonely Lights;Post Malone;350;Hip Hop;28/07/2005
The Lost Road;Post Malone;420;Pop;28/09/2020
Burning Fire;Post Malone;280;R&B;06/07/1964
Sweet River;Post Malone;200;Hip Hop;24/02/1984
The Silent Sound;Post Malone;390;Pop;26/02/1973
Dark Echo;Post Malone;330;R&B;23/10/2002
Bright Night;Post Malone;290;Hip Hop, Pop;14/07/1995
Golden Heart of Sound;Post Malone;360;R&B;23/02/2006
The Electric Heart;Imagine Dragons;330;Alternative, Pop Rock;12/02/1989
Golden River;Imagine Dragons;370;Pop Rock;17/08/2023
Lonely Road;Imagine Dragons;270;Alternative;17/10/2002
The Lost Echo;Imagine Dragons;200;Pop Rock;04/02/2004
Whispering Stars;Imagine Dragons;400;Alternative;28/02/1968
Sweet Sound;Imagine Dragons;220;Pop Rock;05/02/1985
Broken Sky;Imagine Dragons;210;Alternative;21/01/1978
The New Stars;Imagine Dragons;280;Pop Rock;08/10/2002
Bright Night;Imagine Dragons;430;Alternative, Pop Rock;17/11/1998
Burning Heart of Night;Imagine Dragons;290;Pop Rock;03/09/1983
The Golden Night;Vintage Culture;270;Deep House, Electronic;30/11/2016
Whispering Dream;Vintage Culture;480;Electronic;07/11/1974
Lonely Stars;Vintage Culture;350;Deep House;07/04/1962
The Silent Road;Vintage Culture;480;Electronic;10/04/2012
Lost Fire;Vintage Culture;220;Deep House;10/12/1965
Midnight Echo;Vintage Culture;280;Electronic;21/03/1967
Sweet River;Vintage Culture;210;Deep House;17/04/2003
Broken Sound;Vintage Culture;310;Electronic;29/07/1990
The Bright Sky;Vintage Culture;370;Deep House, Electronic;10/11/2003
Burning Road;Vintage Culture;460;Electronic;05/01/1972
The Wild Sound;Swedish House Mafia;310;EDM, Progressive House;06/03/1970
Midnight Heart;Swedish House Mafia;260;Progressive House;27/01/1991
Lonely Dream;Swedish House Mafia;360;EDM;01/05/1986
The Lost Sky;Swedish House Mafia;430;Progressive House;23/12/2014
Burning Lights;Swedish House Mafia;290;EDM;01/10/2022
Sweet River;Swedish House Mafia;220;Progressive House;23/07/1960
The Old Sky;Swedish House Mafia;370;EDM;04/09/2020
Dancing Stars;Swedish House Mafia;320;Progressive House;13/06/1969
The Bright Sky;Swedish House Mafia;260;EDM, Progressive House;02/11/1994
Golden Echo of Love;Swedish House Mafia;470;Progressive House;18/07/1971
The Sweet Sound;Tiësto;250;Trance, EDM;01/02/1992
Silent Night;Tiësto;300;EDM;31/05/1991
Lonely Heart of Sky;Tiësto;350;Trance;21/10/1970
The Lost River;Tiësto;320;EDM;06/03/2024
Bright Lights;Tiësto;330;Trance;14/12/2015
Whispering Echo;Tiësto;430;EDM;20/05/2007
Burning Stars;Tiësto;310;Trance;05/04/1962
The Old Road;Tiësto;330;EDM;09/01/1981
Golden Dream;Tiësto;480;Trance, EDM;21/06/1996
Midnight Sky of Night;Tiësto;280;EDM;10/06/1996
The Electric Dream;Calvin Harris;360;EDM, Dance-Pop;26/07/1990
Golden River;Calvin Harris;400;Dance-Pop;23/04/2015
Lonely Road;Calvin Harris;300;EDM;11/10/1980
The Lost Echo;Calvin Harris;782;Dance-Pop;04/11/1974
Whispering Stars;Calvin Harris;430;EDM;29/03/1964
Sweet Sound;Calvin Harris;250;Dance-Pop;29/06/2001
Broken Sky;Calvin Harris;240;EDM;13/12/2011
The New Stars;Calvin Harris;310;Dance-Pop;31/03/2011
Bright Night;Calvin Harris;460;EDM, Dance-Pop;17/01/2005
Burning Heart of Night;Calvin Harris;320;Dance-Pop;28/11/1980
The Lonely Stars;Avicii;310;EDM, House;20/05/1962
Sweet River;Avicii;380;House;23/10/2013
The Old Sound;Avicii;240;EDM;24/02/1994
Bright Sky;Avicii;480;House;10/05/1966
Lost Road of Shadow;Avicii;320;EDM;18/03/1989
Silent Dream;Avicii;300;House;02/02/1965
Whispering Heart;Avicii;320;EDM;10/03/2018
Broken Fire;Avicii;370;House;19/11/1980
The New Sound;Avicii;250;EDM, House;18/12/1971
Burning Stars of Night;Avicii;460;House;01/06/2017
